beta,gamma,alpha,l
0.05470856276791801,0.02868203762738788,0.32889271404662135,0.11898238104074954
0.05015098969992553,0.025687278315215854,0.4165255257564483,0.11029732362670908
0.054842108809329264,0.03135255599227725,0.39948784102386314,0.11541047934926119
0.053977985626271256,0.03143523237131523,0.8328624497374233,0.12019826040685588
0.04776980737419159,0.022784203113423773,0.4549561400804514,0.0938066231091762
0.06347305959370973,0.03923520873145387,0.2332087466376762,0.19179025264280392
0.06913593786619736,0.046437788022373715,0.5779988953873054,0.1617288643561351
0.0548373123674237,0.033120590937468455,0.8856013051044088,0.0999302646424024
0.04667595541682169,0.020149523407228954,0.28717552338346575,0.08618908601200836
0.05728564095671319,0.034203427053140494,0.9295785698399263,0.11579434703275004
0.0646142522848434,0.04112732729776398,0.34964571444598547,0.1629791560325189
0.05825238449613504,0.03459566384040759,0.6311760741859244,0.12929680556968726
0.057237989573342134,0.03180185879526449,0.3163464410895759,0.1426803405194247
0.06433666610455774,0.03874707654659669,0.1348977672155276,0.29463142821149113
0.061066398132017204,0.0367838487596584,0.25803685482797567,0.19980010082034094
0.059806090372652394,0.03415475175526047,0.28277819114016456,0.1474376685782225
0.055469180998823926,0.02980896026177824,0.37527897386450837,0.11310159246371188
0.05334536925697267,0.028584569131246497,0.5914072460156549,0.09864724511963519
0.08319121605431143,0.06191975787674131,0.7317638318567381,0.297770125217957
0.057753515873503525,0.03359324806740982,0.6117376547181347,0.11540178924359701
0.05585708673388171,0.029069940181261182,0.16192766170087114,0.18401797188586544
0.053959604990724525,0.030881189679465793,0.7038362258400669,0.11902678892780305
0.06008712460672551,0.036579726190359554,0.4262378929699524,0.12858029115404135
0.05930875431505917,0.03274742447853232,0.15355985094481528,0.20112148337634128
0.0519594279254198,0.02405500135729096,0.15182143747428445,0.15380635784203034
0.06474351435699015,0.044307660952152376,0.9204758076925434,0.1985659137308059
0.05764415031876632,0.03577954910918607,0.8951722257646384,0.1426669665906125
0.04970408638034316,0.025400260126975008,0.3591859640088445,0.11833369685110828
0.05391379608684553,0.02994081578954432,0.7075148662710666,0.1064721657128409
0.0436712389163204,0.019528347156522935,0.5375978250975704,0.08270485732396404
0.06816565750809953,0.04407186395593725,0.4170006391121557,0.17952118373722925
0.05301949559360357,0.027962801293558402,0.35597065134967387,0.10232280507149638
0.058919613990585096,0.033187991398787774,0.18555902298563176,0.1777995726487297
0.04893680635132054,0.024810338351941384,0.7901298084826925,0.08813383999812197
0.06156654555017314,0.03480936516241484,0.12493594670519481,0.25653457193177986
0.06021526253143991,0.03421745497370295,0.1802220796014914,0.1876628750663757
0.05489069042137174,0.0278350743928013,0.1266740380426673,0.19468166622722505
0.05638277047056576,0.03444748997081863,0.944400404164723,0.13521442332851386
0.05921366434128507,0.03805509790248959,0.9545943957424595,0.1583374536926221
0.06917700314762543,0.045943005783415175,0.5232986265362402,0.1668858519992238
0.057951360922146575,0.03349295511894957,0.239159604511764,0.18899058129239055
0.05606959755835054,0.03110548185162163,0.2826865358480368,0.12845784897591617
0.04544150393395382,0.021876256483337433,0.6293798641513861,0.08860623188242944
0.05079819306263461,0.02793972824846876,0.8729211379908678,0.10508251040039907
0.059885525362507935,0.037840981467574364,0.6251523522653547,0.16296521804553799
0.0621144042581907,0.041018682564835304,0.8750368220135523,0.1761581607719429
0.07119974215703403,0.04532171565775817,0.09058554463374291,0.4581878832638753
0.07197275633405952,0.046427571311583586,0.0954802291452197,0.4445456230563707
0.07866433947286519,0.0568392823940196,0.3867082134937281,0.3244874939676805
0.05152800632997904,0.028971494148586775,0.895765954229121,0.11041749353510877
0.06910980479811904,0.047462980164890554,0.7403836254854224,0.20905247878641686
0.05503845580540818,0.027607419791475935,0.1638044384726305,0.1698507421356421
0.06015645358944822,0.036070791758981806,0.30776915285649165,0.14613801173341368
0.06438867200676977,0.042523920195399606,0.9779141131432739,0.16891574580548085
0.06400423751560706,0.037953159936836914,0.17600634185259867,0.21665738416474956
0.051680964427916025,0.027642435306959402,0.41709535345662196,0.09635228280372299
0.05039655389496286,0.022622013001099808,0.14801357955955585,0.14160112725227192
0.0622483922968734,0.03826185648572227,0.507708961138222,0.15130086678253052
0.043359933336978504,0.01597809928402847,0.25245711661305437,0.07793229070893404
0.0640427627267577,0.04046318949362833,0.4327599312262559,0.1438427134546426
0.05570202117686669,0.02874715405061644,0.21191488189948493,0.1526707454169136
0.051464183393034386,0.025893174592953417,0.5107230406509639,0.08942891501450789
0.050563498137510536,0.02376254779986673,0.2065376769386159,0.11739778391976319
0.06304498178408716,0.039590848671133015,0.5098091763928443,0.16585112599161744
0.057657303737482936,0.03335558265848568,0.3563613531079066,0.15413925822980212
0.06350068665463375,0.04003693313911746,0.3938171875661194,0.18777690863906715
0.03798084031448139,0.010199906942604697,0.47987835932238876,0.046581294763392345
0.05801826176326133,0.03590785142451751,0.786619368948417,0.14523419121716596
0.07238975493984896,0.0484248146578003,0.1883031554166794,0.2845497295144518
0.05414635164877445,0.026933926870399447,0.20687770213548362,0.14558912987965722
0.03917506689009456,0.011269724437724473,0.520607950667163,0.048971469171688264
0.07673954032299052,0.05124233390010492,0.09389166602853105,0.5128048895565648
0.06703252718357523,0.04418590187931441,0.7278300687834239,0.15320242531527262
0.08169139031906472,0.05638655731239252,0.0722591046679133,0.7416510680213311
0.06472086941068399,0.03963091987530496,0.1843037309968285,0.25701844027842513
0.06083081637992511,0.036098163295006536,0.20764159439761365,0.182517730252982
0.050921432581198314,0.02550715897257388,0.3700431588108981,0.09105210435216449
0.04957862478201425,0.022299510182167512,0.2845091410544601,0.09305844031690413
0.0642990361610265,0.040792165548656424,0.6334812307227731,0.14630234398276065
0.06221094803103645,0.03719925145341288,0.33397126612756256,0.14672152441676523
0.06252860849218812,0.03619933185725098,0.20772642169995104,0.18575791681745368
0.050414331106282156,0.028009279958620195,0.8025373761516801,0.1107844669288911
0.05619208584869863,0.033185352163717735,0.42973080116088114,0.15284169912746848
0.06850346842014643,0.04528393550309136,0.4036463823775053,0.21733723886811396
0.05541661800998045,0.028805476687005227,0.28081747805489066,0.12154581814809573
0.0505112608729066,0.0244013888347748,0.27353259926432305,0.121658182868844
0.06394482475177087,0.0369000093248785,0.11325117878018254,0.29711347483939754
0.04104417697185595,0.015010761519921784,0.7511224843417385,0.05720802412294357
0.06237860807774962,0.041035931373357475,0.7472904499675698,0.17994587337422774
0.0513139362301785,0.023788613202491805,0.2382954842126992,0.11987848884386743
0.06625900707009759,0.04004808050690918,0.12204933834016518,0.29481316919529865
0.06020921889344933,0.03632630851727249,0.4865115010384722,0.15044241110574197
0.051738596303667776,0.025066568109573726,0.3087202483102178,0.11251032973048847
0.07360743194628093,0.04929966529555248,0.3197977839863293,0.24022452725250332
0.05955501438141948,0.03230985278227835,0.09227022280972319,0.3094594006610685
0.05477233508187373,0.03159008257420551,0.5679805562786299,0.1302691288547917
0.05244664090044581,0.0304382816610415,0.8705914330923266,0.12116078586861423
0.05443548480007305,0.025661066265984613,0.1085064394392119,0.20081144248410887
0.054204353381692,0.027368138910884795,0.2813538846146636,0.11489542501882322
0.0513577352569548,0.027890943796710026,0.4553246683837445,0.12310684458359711
0.06005401670969107,0.037454506585867936,0.8925128921912201,0.1413897859487654
0.045674757286626684,0.021488287071316864,0.9462742149730581,0.07641329227586668
0.061440315935791655,0.03541580418154155,0.2654035832766437,0.15801175432136605
0.062151852322403396,0.03892332480884658,0.6147916143985149,0.15554368799778207
0.055384827436733425,0.02757242866042721,0.18862469832619144,0.15257628961058944
0.0531016858713099,0.02534556654687425,0.14566900633518587,0.17411743973878946
0.06155534098059133,0.039739919923051155,0.6422758914071247,0.17508434257393168
0.04313191528049106,0.015019422673107696,0.2311306759285846,0.07725775043609606
0.055903815071129445,0.031231370670367062,0.2310442464921626,0.18052062296113458
0.058283224453014634,0.03133860693383,0.19461095203855905,0.17718684814014385
0.056702370446111615,0.0315685096651544,0.46150125330095304,0.12104143050783889
0.06364084795345525,0.04081635372870012,0.7808471031580275,0.15512017576362513
0.06320391425968144,0.04210656988283827,0.7645731771046205,0.18804713279612517
0.04114412378912467,0.009749201149158934,0.22566799069941013,0.06442238294349067
0.060537457234211514,0.037108755440868,0.6575480952942647,0.14199426954164307
0.05788375654800494,0.03337105516529967,0.5672213157394984,0.11945140982129188
0.05754973525139007,0.03486898201228822,0.9143295134751773,0.13069365936046118
0.06365793745384767,0.038080492240134434,0.20781996600586017,0.22281145181291828
0.05596285152966511,0.032414426195093216,0.8572699321253673,0.11077377304790448
0.07123027624585429,0.04441321928950132,0.07242030893059548,0.5293731870392233
0.07388354408065205,0.047632064050565234,0.12050511121736696,0.387164286620968
0.05327496075686247,0.027798879911813398,0.3558445369344382,0.10012654178841074
0.07499963191788185,0.04876042244469111,0.11030626445372005,0.42755904799922095
0.06325681216035878,0.03811988512270562,0.14268287677674074,0.297402142390803
0.05859600603613605,0.03467577415772381,0.6348887992181801,0.11031985239607522
0.0557361869108911,0.028169997206989036,0.19201079980691604,0.158332107275984
0.07586171197275565,0.05089397316559689,0.1759075625567149,0.31303880024831043
0.04147018427964894,0.015071431355868758,0.7266557058310512,0.05534979564367304
0.050968734335699595,0.021790053149130198,0.18368555952881715,0.1215489372619254
0.06676032445788117,0.03994696471599442,0.1339611492474655,0.27594696426174703
0.051656268031109856,0.025334690262427854,0.36083855794626796,0.10749570841992795
0.06575729609075943,0.039596624716448724,0.11938622429881662,0.3326293390997086
0.054241272181969565,0.027713826368374217,0.2853803656334788,0.11246092162673393
0.08832983543060673,0.06347129504356816,0.0667748082601739,0.9994398010982315
0.06678203507417164,0.03950340975917253,0.10247252939975815,0.3345428672606703
0.05591343303170445,0.028540419616915103,0.20450975241130354,0.1406232387512456
0.06376549299582854,0.036126415347876306,0.10520741397337197,0.2927686015354758
0.05640128230079005,0.03438876747541117,0.7206380885493979,0.1434929386295768
0.05289226104430865,0.023952289012357533,0.13310101850760714,0.16977559259512554
0.06523938903799104,0.038702890702289786,0.1577820668557236,0.2573023765000806
0.05919445172226505,0.03401624623823536,0.42647378018966575,0.1330548914910058
0.05252361788780621,0.025082931689571798,0.2727331975048841,0.11620863337186249
0.05999632530749708,0.031685537441922276,0.09562050373039432,0.28097812124832466
0.05541308619249024,0.030781732981444605,0.2525782676120004,0.1701116270935631
0.04853523380569358,0.023573617209795346,0.7452449010651406,0.0801111003716245
0.04997812014666107,0.020711876714277322,0.20073891887888407,0.11012568691474445
